,stateid,statename,cityid,cityname,suburbid,suburbname,geo_point
11517,3,Qld,33220,"Fraser Coast, Gympie",32078,Munna Creek,"-25.880052272159183, 152.45173047748594"
11518,3,Qld,36720,Sunshine Coast,32099,Nambour,"-26.624198420096718, 152.95831140811978"
11519,3,Qld,33980,Isaac,32113,Nebo,"-21.66144025765021, 148.78333347342618"
11520,3,Qld,33220,Fraser Coast,32120,Netherby (Qld),"-25.782071578493568, 152.5322601257644"
11521,3,Qld,34860,Maranoa,32229,Orallo,"-26.29332920461233, 148.51338014193246"
11522,3,Qld,36250,Redland,32236,Ormiston,"-27.509957173661224, 153.25514292078805"
11523,3,Qld,32260,"Cassowary Coast, Tablelands",32262,Palmerston (Qld),"-17.615177745920032, 145.6823431253516"
11524,3,Qld,36910,Toowoomba,32263,Palmtree,"-27.405274109431552, 152.14803702488115"
11525,3,Qld,33980,Isaac,32281,Pasha,"-21.790470675773012, 147.45764909057092"
11526,3,Qld,32310,Charters Towers,32295,Pentland,"-20.975936272438858, 145.47766044372565"
11527,3,Qld,33220,Fraser Coast,32344,Point Vernon,"-25.25705568982206, 152.8173321663707"
11528,3,Qld,32810,Douglas,32352,Port Douglas,"-16.505476641440517, 145.46075197675546"
11529,3,Qld,36660,Southern Downs,32359,Pratten,"-28.090832157535722, 151.7553407705663"
11530,3,Qld,36510,Scenic Rim,32382,Radford,"-27.852034939797, 152.63601929669358"
11531,3,Qld,36720,Sunshine Coast,32415,Reesville,"-26.759414486861164, 152.78781136967564"
11532,3,Qld,31900,"Burdekin, Charters Towers, Townsville",32418,Reid River,"-19.74803684543013, 146.88684095210218"
11533,3,Qld,32270,Central Highlands,32422,Rhydding,"-24.726976708317707, 149.52333538552924"
11534,3,Qld,36580,Somerset,32429,Rifle Range,"-27.453344065570228, 152.53252163330282"
11535,3,Qld,36910,Toowoomba,32467,Rosalie Plains,"-27.22325013793472, 151.7121287438313"
11536,3,Qld,31000,Brisbane,32491,Runcorn,"-27.597977796632847, 153.07640621768914"
11537,3,Qld,33960,Ipswich,32502,Sadliers Crossing,"-27.61326649286764, 152.74515039298265"
11538,1,NSW,12160,Cootamundra-Gundagai Regional,10019,Adjungbilly,"-35.041488276789146, 148.44037306190117"
11539,1,NSW,12390,Dubbo Regional,10092,Arthurville,"-32.5559428306768, 148.7379330009042"
11540,1,NSW,11570,"Canterbury-Bankstown, Inner West",10094,Ashbury,"-33.90015318343622, 151.1188044078186"
11541,1,NSW,17040,Snowy Monaro Regional,10118,Avonside,"-36.39806109590924, 148.7204263775135"
11542,1,NSW,14550,Kyogle,10123,Babyl Creek,"-28.722330916521024, 152.7929324876654"
11543,1,NSW,14170,Inner West,10165,Balmain,"-33.85822126999961, 151.18009328990763"
11544,1,NSW,10500,Bayside,10196,Bardwell Park,"-33.935058163653494, 151.12539192459158"
11545,1,NSW,10500,Bayside,10197,Bardwell Valley,"-33.937332782730564, 151.13212056377776"
11546,1,NSW,17420,The Hills Shire,10263,Bella Vista,"-33.7392980394088, 150.95351639847703"
11547,1,NSW,14650,Lake Macquarie,10276,Belmont (NSW),"-33.0301673270946, 151.6735216464926"
11548,1,NSW,10180,"Armidale Regional, Glen Innes Severn, Inverell",10286,Ben Lomond (NSW),"-30.009469024125366, 151.64970390138745"
11549,1,NSW,12930,Georges River,10402,Blakehurst,"-33.989688086276956, 151.10963902803368"
11550,1,NSW,17950,Warren,10436,Bogan,"-32.025931825357624, 147.49155150579665"
11551,1,NSW,18050,Waverley,10465,Bondi Junction,"-33.893064600573325, 151.25093200268867"
11552,1,NSW,16950,Shoalhaven,10483,Boolijah,"-35.05752136043935, 150.3289002410657"
11553,1,NSW,14550,Kyogle,10492,Boorabee Park,"-28.684760535859517, 153.0567921399489"
11554,1,NSW,14650,Lake Macquarie,10567,Brightwaters,"-33.111352300173195, 151.54568785044384"
11555,1,NSW,15800,Narrandera,10579,Brobenah,"-34.376718878481604, 146.44366173697634"
11556,1,NSW,10180,Armidale Regional,10620,Brushy Creek,"-30.178188728986356, 151.48599607550474"
11557,1,NSW,18350,Wingecarribee,10661,Bullio,"-34.32816618853898, 150.14438665024335"
11558,1,NSW,17040,Snowy Monaro Regional,10664,Bumbalong,"-35.83197681131948, 149.11007646002605"
11559,1,NSW,11730,"Clarence Valley, Kyogle, Richmond Valley",10719,Busbys Flat,"-29.06307533720661, 152.7727704769919"
11560,1,NSW,15270,Mid-Western Regional,10728,Bylong,"-32.40445966867883, 150.12128257540235"
11561,1,NSW,16950,Shoalhaven,10762,Cambewarra,"-34.815153811671586, 150.56156344619805"
11562,1,NSW,11730,Clarence Valley,10788,Cangai,"-29.48716313930355, 152.44163517147769"
11563,1,NSW,13550,Gunnedah,10831,Carroll,"-31.012536599403692, 150.4612509161047"
11564,1,NSW,11450,Camden,10855,Catherine Field,"-33.991710637740205, 150.7650672957834"
11565,1,NSW,14650,Lake Macquarie,10856,Catherine Hill Bay,"-33.14730695757094, 151.62480741717727"
11566,1,NSW,14900,Liverpool,10864,Cecil Hills,"-33.88663361380255, 150.84183684925665"
11567,1,NSW,12750,Eurobodalla,10876,Central Tilba,"-36.304776311744995, 150.07775644973958"
11568,1,NSW,14650,Lake Macquarie,10884,Charlestown (NSW),"-32.96666695432125, 151.69393114938816"
11569,1,NSW,10470,"Bathurst Regional, Oberon",10887,Charlton (NSW),"-33.6709429733482, 149.63710153164914"
11570,1,NSW,14000,Hornsby,10897,Cherrybrook,"-33.7219228093829, 151.04612841646008"
11571,1,NSW,17550,Tweed,10912,Chowan Creek,"-28.453741128525998, 153.3739348438295"
11572,1,NSW,11800,Coffs Harbour,10959,Coffs Harbour,"-30.298235755641425, 153.10768470355515"
11573,1,NSW,15990,Northern Beaches,10970,Collaroy (NSW),"-33.73811511326125, 151.30076250641133"
11574,1,NSW,15700,Nambucca Valley,11005,Congarinni,"-30.75382852395855, 152.87341026816244"
11575,1,NSW,15240,Mid-Coast,11050,Cooplacurripa,"-31.58466740555608, 151.91444168027527"
11576,1,NSW,11730,Clarence Valley,11094,Coutts Crossing,"-29.858061617883003, 152.89572528352323"
11577,1,NSW,10470,"Bathurst Regional, Mid-Western Regional",11137,Crudine,"-32.98291115962654, 149.67300551249647"
11578,1,NSW,14600,Lachlan,11169,Curlew Waters,"-33.257833099302374, 146.43821294080766"
11579,1,NSW,13310,"Goulburn Mulwaree, Queanbeyan-Palerang Regional, Upper Lachlan Shire",11178,Currawang,"-34.969125849901836, 149.53080530936535"
11580,1,NSW,17150,Sutherland Shire,11268,Dolans Bay,"-34.06409820709096, 151.12577902537578"
11581,1,NSW,18050,Waverley,11286,Dover Heights,"-33.873117846034994, 151.28106587725082"
11582,1,NSW,14170,Inner West,11306,Dulwich Hill,"-33.90411223552442, 151.1397086343946"
11583,1,NSW,15650,Muswellbrook,11377,Edderton,"-32.35909058773373, 150.83638397842665"
11584,1,NSW,14550,Kyogle,11381,Edenville,"-28.690388427222278, 152.95358380087546"
11585,1,NSW,10750,Blacktown,11416,Emerton,"-33.74405269868907, 150.80642761794377"
11586,1,NSW,11650,Central Coast,11418,Empire Bay,"-33.504113432337306, 151.36928808086313"
11587,1,NSW,11750,Cobar,11453,Euabalong West,"-33.056845984377944, 146.3951301213941"
11588,1,NSW,16950,Shoalhaven,11491,Far Meadow,"-34.82570417367529, 150.7023665851441"
11589,1,NSW,10470,Bathurst Regional,11569,Freemantle,"-33.275950648120734, 149.36169456446908"
11590,1,NSW,16400,Port Stephens,11578,Fullerton Cove,"-32.840543094494514, 151.83774189776486"
11591,1,NSW,13550,Gunnedah,11615,Ghoolendaadi,"-30.951199882858198, 149.9120298400921"
11592,1,NSW,15700,Nambucca Valley,11639,Girralong,"-30.561904374115077, 152.64223772614446"
11593,1,NSW,11500,Campbelltown,11649,Glen Alpine,"-34.08864666080467, 150.7736674970804"
11594,1,NSW,13010,Glen Innes Severn,11655,Glen Nevis,"-29.916190854860616, 152.228890763921"
11595,1,NSW,12700,"Dungog, Port Stephens",11656,Glen Oak,"-32.60566517339392, 151.70815795867176"
11596,1,NSW,11500,Campbelltown,11668,Glenfield (NSW),"-33.971477239381784, 150.89352475389217"
11597,1,NSW,11730,Clarence Valley,11679,Glenreagh,"-30.08227327278081, 152.95549870865898"
11598,1,NSW,17310,Tamworth Regional,11720,Goonoo Goonoo,"-31.291510468139105, 150.91268584107632"
11599,1,NSW,11650,Central Coast,11727,Gorokan,"-33.25500419504646, 151.50604650993841"
11600,1,NSW,10550,Bega Valley,11781,Greigs Flat,"-36.97431092722714, 149.84954788183535"
11601,1,NSW,17350,Temora,11789,Grogan,"-34.31924189429489, 147.73281384609842"
11602,1,NSW,15750,Narrabri,11830,Gwabegar,"-30.565356301618785, 148.97606014641568"
11603,1,NSW,12700,Dungog,11843,Halton,"-32.29886769940213, 151.53837307777917"
11604,1,NSW,11650,Central Coast,11850,Hamlyn Terrace,"-33.25405789638179, 151.4708651135243"
11605,1,NSW,17200,Sydney,11884,Haymarket,"-33.880980664912876, 151.20498985537805"
11606,1,NSW,10750,Blacktown,11893,Hebersham,"-33.74571377168626, 150.82385656139073"
11607,1,NSW,15900,Newcastle,11905,Hexham (NSW),"-32.8501298941314, 151.674122060003"
11608,1,NSW,12700,Dungog,11913,Hilldale,"-32.49819517607704, 151.63641051870164"
11609,1,NSW,17100,Strathfield,11937,Homebush West,"-33.86273658176857, 151.06835560577377"
11610,1,NSW,14100,Hunters Hill,11967,Huntleys Cove,"-33.837933632028424, 151.137998033864"
11611,1,NSW,17040,Snowy Monaro Regional,11986,Ingeegoodbee,"-36.744108237435576, 148.35040331328418"
11612,1,NSW,14550,Kyogle,11993,Iron Pot Creek,"-28.637012799722317, 152.86122830787556"
11613,1,NSW,18710,Yass Valley,12013,Jeir,"-35.056266863045124, 148.97193498366482"
11614,1,NSW,12750,Eurobodalla,12021,Jeremadra,"-35.81436999566809, 150.13926840990786"
11615,1,NSW,16350,Penrith,12050,Jordan Springs,"-33.72733690701939, 150.74244474652073"
11616,1,NSW,10900,Blue Mountains,12085,Katoomba,"-33.70616221201774, 150.3001467369609"
11617,1,NSW,10250,Ballina,12094,Keith Hall,"-28.894223454148673, 153.54362369138207"
11618,1,NSW,15520,Murray River,12113,Keri Keri,"-34.77431400755392, 143.98370760049363"
11619,1,NSW,11750,Cobar,12115,Kerrigundi,"-31.00913454302345, 145.27820097571123"
11620,1,NSW,17310,Tamworth Regional,12203,Kootingal,"-31.059747201500215, 151.0584329998091"
11621,1,NSW,17400,Tenterfield,12205,Koreelah,"-28.37005400218262, 152.4469055199174"
11622,1,NSW,14350,Kempsey,12217,Kundabung,"-31.205189104610838, 152.82228619329933"
11623,1,NSW,15050,Maitland,12287,Largs,"-32.704652386703636, 151.6061227748432"
11624,1,NSW,11450,"Camden, Campbelltown, Liverpool",12314,Leppington,"-33.97042202893086, 150.79510258385312"
11625,1,NSW,15050,Maitland,12398,Lorn,"-32.726992488023285, 151.57252755213568"
11626,1,NSW,16380,Port Macquarie-Hastings,12399,Lorne (NSW),"-31.66202391060129, 152.60532946779878"
11627,1,NSW,14550,Kyogle,12412,Lower Bottle Creek,"-28.81810711386273, 152.60407021856423"
11628,1,NSW,15050,Maitland,12460,Maitland Vale,"-32.67523789805893, 151.55384863987726"
11629,1,NSW,18200,Wentworth,12468,Mallee,"-34.23518267441449, 142.53276709585774"
11630,1,NSW,18350,Wingecarribee,12476,Mandemar,"-34.43890785656512, 150.28078097987503"
11631,1,NSW,15990,Northern Beaches,12486,Manly Vale,"-33.7822834205385, 151.26653887816718"
11632,1,NSW,15650,Muswellbrook,12520,Martindale,"-32.59610040740192, 150.64661911406182"
11633,1,NSW,11650,Central Coast,12530,Matcham,"-33.40657906669004, 151.42717465156997"
11634,1,NSW,16550,Randwick,12534,Matraville,"-33.96349177800579, 151.23183036727988"
11635,1,NSW,15900,Newcastle,12540,Mayfield (Newcastle - NSW),"-32.89771945242896, 151.73814545740578"
11636,1,NSW,11500,Campbelltown,12580,Menangle Park,"-34.100928248220704, 150.75190909285567"
11637,1,NSW,10470,Bathurst Regional,12661,Mitchell (NSW),"-33.427279727068004, 149.55672935046005"
11638,1,NSW,15520,Murray River,12665,Moama,"-36.006863838694926, 144.75134040905712"
11639,1,NSW,10550,Bega Valley,12667,Mogareeka,"-36.693763872465496, 149.9787793343227"
11640,1,NSW,12750,Eurobodalla,12668,Mogendoura,"-35.85865046875549, 150.03258144102534"
11641,1,NSW,13910,Hilltops,12694,Monteagle,"-34.16515834201716, 148.3448570272886"
11642,1,NSW,11650,Central Coast,12716,Mooney Mooney Creek,"-33.463805271755945, 151.2222270384755"
11643,1,NSW,16950,Shoalhaven,12781,Mount Kingiman,"-35.3390704063027, 150.34196984314897"
11644,1,NSW,18450,Wollongong,12795,Mount Pleasant (NSW),"-34.395794444223334, 150.86819218519219"
11645,1,NSW,17550,Tweed,12811,Mount Warning,"-28.38977260852357, 153.27606724985088"
11646,1,NSW,12700,Dungog,12857,Munni,"-32.31797245749037, 151.67106277205093"
11647,1,NSW,17040,Snowy Monaro Regional,12885,Myalla (NSW),"-36.44753711071542, 149.10641017053348"
11648,1,NSW,14850,Lismore,12974,Nimbin,"-28.58023505783432, 153.23809107870233"
11649,1,NSW,15990,Northern Beaches,12998,North Curl Curl,"-33.762830738933395, 151.2914043484074"
11650,1,NSW,13660,Gwydir,13018,North Star,"-28.918468199030656, 150.4253994745126"
11651,1,NSW,14700,Lane Cove,13034,Northwood (NSW),"-33.82820923117429, 151.178452637328"
11652,1,NSW,15560,Murrumbidgee,13061,Nyora (NSW),"-35.535343305690944, 145.97604584919614"
11653,1,NSW,11400,Cabonne,13062,Nyrang Creek,"-33.53400153012691, 148.53989183286473"
11654,1,NSW,14350,Kempsey,13091,Old Station,"-31.05482942796335, 152.91500444398082"
11655,1,NSW,10500,Bayside,13136,Pagewood,"-33.9380329402491, 151.21719220469436"
11656,1,NSW,14220,Inverell,13160,Paradise (NSW),"-29.88946955087106, 151.47070240951567"
11657,1,NSW,11720,"Cessnock, Singleton",13174,Paynes Crossing,"-32.90305171411166, 151.03301891307876"
11658,1,NSW,11650,Central Coast,13182,Pearl Beach,"-33.54224112390974, 151.30555552455561"
11659,1,NSW,11570,Canterbury-Bankstown,13211,Picnic Point,"-33.973728883198426, 151.00605805275498"
11660,1,NSW,17550,Tweed,13214,Piggabeen,"-28.198246402008085, 153.43699207996502"
11661,1,NSW,16490,Queanbeyan-Palerang Regional,13306,Queanbeyan West,"-35.357989564050165, 149.20705391517865"
11662,1,NSW,14920,Liverpool Plains,13313,Quipolly,"-31.415751777033694, 150.69513014752806"
11663,1,NSW,13550,Gunnedah,13326,Rangari,"-30.674464338799083, 150.41623468789567"
11664,1,NSW,12000,Coolamon,13330,Rannock,"-34.61286321566394, 147.267908978204"
11665,1,NSW,12870,Federation,13362,Rennie,"-35.8169396699973, 146.13071915492665"
11666,1,NSW,18350,Wingecarribee,13364,Renwick,"-34.449873419862136, 150.47356072754212"
11667,1,NSW,10470,Bathurst Regional,13392,Rock Forest,"-33.35743236087835, 149.39137158399566"
11668,1,NSW,11570,Canterbury-Bankstown,13423,Roselands,"-33.93354872946012, 151.0754308770057"
11669,1,NSW,16380,Port Macquarie-Hastings,13431,Rossglen,"-31.66709627829729, 152.73142888514244"
11670,1,NSW,10750,"Blacktown, The Hills Shire",13444,Rouse Hill,"-33.67675851784918, 150.91154677983556"
11671,1,NSW,15300,"Moree Plains, Narrabri, Walgett",13446,Rowena,"-29.74907676441787, 148.91468924095017"
11672,1,NSW,16260,Parramatta,13468,Rydalmere,"-33.81269619457478, 151.04021156089493"
11673,1,NSW,16380,Port Macquarie-Hastings,13486,Sancrox,"-31.445166773906582, 152.7972080182877"
11674,1,NSW,17400,Tenterfield,13500,Sandy Hill,"-28.951399008766867, 152.26525828266065"
11675,1,NSW,17650,Uralla,13509,Saumarez,"-30.57627421861391, 151.58940480108512"
11676,1,NSW,10750,Blacktown,13517,Schofields,"-33.70323860235919, 150.86829141839922"
11677,1,NSW,15240,Mid-Coast,13527,Seal Rocks,"-32.42270543760158, 152.50611228377016"
11678,1,NSW,11730,Clarence Valley,13542,Shannondale,"-29.80118718189355, 152.83331921948638"
11679,1,NSW,15240,Mid-Coast,13579,Smiths Lake,"-32.38149169470831, 152.4921317881221"
11680,1,NSW,10600,"Bellingen, Nambucca Valley",13625,Spicketts Creek,"-30.54723900751629, 152.8717588908057"
11681,1,NSW,12850,Fairfield,13656,St Johns Park,"-33.88290948932522, 150.9017759702859"
11682,1,NSW,14220,Inverell,13660,Stanborough,"-29.986897803935022, 151.0685794533662"
11683,1,NSW,10900,Blue Mountains,13706,Sun Valley (NSW),"-33.70793262491622, 150.5969612179074"
11684,1,NSW,17200,Sydney,13714,Surry Hills,"-33.885541109250994, 151.2120424257564"
11685,1,NSW,11720,Cessnock,13728,Sweetmans Creek,"-32.88908639630203, 151.18238832439746"
11686,1,NSW,11600,"Carrathool, Griffith",13736,Tabbita,"-34.10927687861096, 145.8055389539482"
11687,1,NSW,11650,Central Coast,13739,Tacoma,"-33.285159076876, 151.45815932305047"
11688,1,NSW,17750,Wagga Wagga,13778,Tarcutta,"-35.287015766836504, 147.71227495259583"
11689,1,NSW,11650,Central Coast,13787,Tascott,"-33.45021017574443, 151.3137932933034"
11690,1,NSW,17950,Warren,13803,Tenandra,"-31.577301350179802, 147.88515564798396"
11691,1,NSW,16610,Richmond Valley,13837,The Gap (Richmond Valley - NSW),"-29.173952379543977, 153.39818614371137"
11692,1,NSW,17200,Sydney,13856,The Rocks (Sydney - NSW),"-33.859238725719656, 151.20833295750228"
11693,1,NSW,11730,Clarence Valley,13859,The Whiteman,"-29.59954063713577, 152.86307029819636"
11694,1,NSW,15900,Newcastle,13880,Tighes Hill,"-32.90717038805812, 151.75089399190014"
11695,1,NSW,15240,Mid-Coast,13897,Tiona,"-32.29936988218012, 152.52101119068485"
11696,1,NSW,15520,Murray River,13928,Tooranie,"-35.01947005486031, 143.66037708301965"
11697,1,NSW,11650,Central Coast,13969,Tuggerawong,"-33.28267537132766, 151.47543424755352"
11698,1,NSW,14850,Lismore,13974,Tullera,"-28.752309199157093, 153.29192346805428"
11699,1,NSW,15240,Mid-Coast,13987,Tuncurry,"-32.160626541429224, 152.48562821935107"
11700,1,NSW,12700,Dungog,14027,Underbank,"-32.28427944097803, 151.60967161162475"
11701,1,NSW,17310,Tamworth Regional,14055,Upper Manilla,"-30.600962891498096, 150.6608328613268"
11702,1,NSW,10600,Bellingen,14079,Urunga,"-30.515130374616817, 152.99201133144243"
11703,1,NSW,12700,Dungog,14081,Vacy,"-32.53478548813922, 151.56256842867688"
11704,1,NSW,15700,Nambucca Valley,14086,Valla Beach,"-30.58922023849349, 153.00835316876848"
11705,1,NSW,10550,Bega Valley,14121,Wallagoot,"-36.76684737497832, 149.91807263244556"
11706,1,NSW,10180,"Armidale Regional, Inverell",14149,Wandsworth,"-30.015307150650287, 151.47068306710662"
11707,1,NSW,10250,Ballina,14162,Wardell,"-28.95414161363853, 153.44999912146275"
11708,1,NSW,14650,Lake Macquarie,14171,Warners Bay,"-32.971064444228695, 151.65172858034228"
11709,1,NSW,14550,Kyogle,14186,Warrazambil Creek,"-28.445377993118406, 153.037935698036"
11710,1,NSW,10470,Bathurst Regional,14209,Wattle Flat (NSW),"-33.14061408402019, 149.68468560473409"
11711,1,NSW,10470,Bathurst Regional,14213,Watton,"-33.31151848834576, 149.4178649486754"
11712,1,NSW,12380,"Cumberland, Parramatta",14245,Wentworthville,"-33.8070215047714, 150.97017404021125"
11713,1,NSW,17080,Snowy Valleys,14247,Wereboldera,"-35.387888280776025, 148.21980963865414"
11714,1,NSW,18400,Wollondilly,14249,Werombi,"-33.98610859632735, 150.57982254210268"
11715,1,NSW,16610,Richmond Valley,14260,West Coraki,"-28.998765900573005, 153.2093150650456"
11716,1,NSW,14900,Liverpool,14263,West Hoxton,"-33.93386683071048, 150.83236248299835"
11717,1,NSW,11700,"Central Darling, Unincorporated NSW",14291,White Cliffs,"-30.26325583937033, 143.11916511686778"
11718,1,NSW,18250,Willoughby,14321,Willoughby East,"-33.799083330564784, 151.2062895273545"
11719,1,NSW,15270,Mid-Western Regional,14327,Wilpinjong,"-32.32678567950995, 149.8779892618394"
11720,1,NSW,13310,Goulburn Mulwaree,14336,Windellama,"-35.01376147482852, 149.9137039048639"
11721,1,NSW,17640,"Upper Lachlan Shire, Wingecarribee, Wollondilly",14384,Wombeyan Caves,"-34.308489989294245, 149.95834266892"
11722,1,NSW,18500,Woollahra,14422,Woollahra,"-33.88693961136293, 151.24412818172505"
11723,1,NSW,12390,Dubbo Regional,14489,Yarragal,"-32.59631076338196, 149.10502489117195"
11724,1,NSW,12380,"Cumberland, Fairfield",14524,Yennora,"-33.861748907135635, 150.96824439954656"
11725,2,Vic,20830,Baw Baw,20004,Aberfeldy,"-37.699794103329765, 146.3785204898876"
11726,2,Vic,24650,Melton,20011,Aintree,"-37.71717977861765, 144.66365398402274"
11727,2,Vic,26350,Stonnington,20066,Armadale (Vic.),"-37.85665876524626, 145.0202965727958"
11728,2,Vic,20110,Alpine,20159,Barwidgee,"-36.515458067364705, 146.77200539172978"
11729,2,Vic,23670,Knox,20173,Bayswater (Vic.),"-37.84517120472908, 145.26467703931874"
11730,2,Vic,27450,Yarra Ranges,20187,Beenak,"-37.898660929148846, 145.63353614691474"
11731,2,Vic,26810,Wellington,20239,Billabong,"-37.25881316505358, 146.82801516908918"
11732,2,Vic,22110,East Gippsland,20243,Bingo Munjie,"-37.00885241551503, 147.5642188709766"
11733,2,Vic,26890,West Wimmera,20343,Bringalbert,"-36.8358855599345, 141.16909351329298"
11734,2,Vic,22980,Hindmarsh,20355,Broughton (Vic.),"-36.1509806772603, 141.3196659784134"
11735,2,Vic,25250,Moreland,20362,Brunswick East,"-37.76886790932495, 144.97744372059017"
