,stateid,statename,cityid,cityname,suburbid,suburbname,geo_point
3132,3,Qld,33620,Gympie,32945,Victory Heights (Qld),"-26.17495657936277, 152.69247621574354"
3133,3,Qld,31000,Brisbane,32955,Wakerley,"-27.482261552407714, 153.15836098401618"
3134,3,Qld,31900,Burdekin,32982,Wangaratta (Qld),"-19.83076154875412, 147.45774602494416"
3135,3,Qld,36720,Sunshine Coast,32986,Warana,"-26.722744073045344, 153.12689471147198"
3136,3,Qld,36580,Somerset,33101,Winya,"-26.952980231576728, 152.57950513069255"
3137,3,Qld,34580,Lockyer Valley,33128,Woodbine (Qld),"-27.77571925412378, 152.2032998705885"
3138,3,Qld,33360,Gladstone,33131,Wooderson,"-24.099088009545326, 151.07639973203845"
3139,3,Qld,31000,Brisbane,33144,Woolloongabba,"-27.492985723658705, 153.03679211985764"
3140,3,Qld,33610,Goondiwindi,33180,Wyaga,"-28.192766066403074, 150.63293072196723"
3141,3,Qld,36660,Southern Downs,33204,Yangan,"-28.1986120246658, 152.20269100561913"
3142,3,Qld,33610,Goondiwindi,33216,Yelarbon,"-28.557029324003604, 150.6683839085139"
3143,4,SA,44060,Marion,40044,Ascot Park,"-34.9881164903074, 138.56100862330186"
3144,4,SA,47700,Tea Tree Gully,40070,Banksia Park,"-34.810270872926885, 138.72724398401573"
3145,4,SA,43220,Kimba,40074,Barna,"-33.17448654174382, 136.70496623803797"
3146,4,SA,40310,Barossa,40077,Barossa Goldfields,"-34.65693989015537, 138.81867636423408"
3147,4,SA,40700,Burnside,40085,Beaumont (SA),"-34.94999048485933, 138.6594367669336"
3148,4,SA,43360,Kingston,40118,Blackford,"-36.77802889121422, 140.04597091591359"
3149,4,SA,42110,Goyder,40152,Brady Creek,"-33.97023077282044, 138.99461559919905"
3150,4,SA,42110,Goyder,40194,Burra Eastern Districts,"-33.63749347857621, 139.2470294291866"
3151,4,SA,45120,Northern Areas,40207,Caltowie,"-33.20063864625635, 138.49127134346233"
3152,4,SA,45040,Murray Bridge,40244,Chapman Bore,"-35.11539428222696, 139.5487276773184"
3153,4,SA,40430,"Barunga West, Port Pirie",40268,Clements Gap,"-33.5070802172608, 138.0626013107941"
3154,4,SA,42250,Grant,40291,Compton,"-37.815068960208755, 140.67553568142492"
3155,4,SA,48830,Yorke Peninsula,40339,Cunningham (SA),"-34.44302105783126, 137.82346296388664"
3156,4,SA,42750,Kangaroo Island,40346,D'Estrees Bay,"-35.95399667196132, 137.58471103396636"
3157,4,SA,47800,Coorong,40359,Deepwater (SA),"-36.134132218888006, 139.81918600543924"
3158,4,SA,48830,Yorke Peninsula,40372,Dowlingville,"-34.34646077711288, 137.92888079905575"
3159,4,SA,43650,Light,40387,Ebenezer (SA),"-34.4176035084084, 139.0200328742995"
3160,4,SA,44550,Mount Barker,40388,Echunga,"-35.09808667021311, 138.80287688526363"
3161,4,SA,43710,Lower Eyre Peninsula,40391,Edillilie,"-34.41993115521415, 135.669464342944"
3162,4,SA,45890,Port Adelaide Enfield,40411,Enfield (SA),"-34.860777978191244, 138.60542880845352"
3163,4,SA,42110,Goyder,40417,Eudunda,"-34.172229483487406, 139.10120965661014"
3164,4,SA,42030,"Gawler, Playford",40423,Evanston Park,"-34.629025664684065, 138.74856111934764"
3165,4,SA,48130,Wakefield,40425,Everard Central,"-33.9251237305816, 138.31602818061373"
3166,4,SA,44210,Mid Murray,40459,Frahns,"-34.8875839717047, 139.36278042525748"
3167,4,SA,41060,Charles Sturt,40468,Fulham Gardens,"-34.91490248992033, 138.5132322094607"
3168,4,SA,48340,Wattle Range,40470,Furner,"-37.393825727424066, 140.33968617783893"
3169,4,SA,48340,Wattle Range,40488,German Flat,"-37.78392125102743, 140.41982848031103"
3170,4,SA,42600,Holdfast Bay,40505,Glenelg (SA),"-34.98068415981757, 138.51496937968923"
3171,4,SA,42600,Holdfast Bay,40508,Glenelg South,"-34.98821621829349, 138.51516585813678"
3172,4,SA,40220,Alexandrina,40522,Goolwa Beach,"-35.51312145252118, 138.76254355407156"
3173,4,SA,41060,Charles Sturt,40530,Grange (SA),"-34.89560073484353, 138.4976408039276"
3174,4,SA,44550,Mount Barker,40548,Hahndorf,"-35.033657683486474, 138.80921052292348"
3175,4,SA,42110,"Goyder, Light",40562,Hansborough,"-34.26257756672148, 139.06467992034428"
3176,4,SA,41060,Charles Sturt,40584,Henley Beach,"-34.91587026364943, 138.4991191270588"
3177,4,SA,45120,Northern Areas,40608,Hornsdale,"-33.039782643501134, 138.51025504232612"
3178,4,SA,45040,Murray Bridge,40639,Jervois,"-35.26531969898692, 139.39331437616536"
3179,4,SA,41750,Elliston,40665,Kappawanta,"-33.66219596833484, 135.32086093762524"
3180,4,SA,43710,"Lower Eyre Peninsula, Unincorporated SA",40763,Lincoln National Park,"-34.88158955349081, 135.95153928784563"
3181,4,SA,40120,Adelaide Hills,40771,Lobethal,"-34.899791293825935, 138.8738794816084"
3182,4,SA,45290,Norwood Payneham and St Peters,40846,Maylands (SA),"-34.91125244753044, 138.6367036704281"
3183,4,SA,42250,Grant,40917,Moorak,"-37.87318988522612, 140.68802867519906"
3184,4,SA,40220,Alexandrina,40930,Mosquito Hill,"-35.41775036149711, 138.6861706974806"
3185,4,SA,45090,Naracoorte Lucindale,40953,Mount Light,"-37.00369175586553, 140.7902803522836"
3186,4,SA,40220,Alexandrina,40974,Mundoo Island,"-35.54367731532956, 138.93190525564083"
3187,4,SA,47630,Tatiara,40976,Mundulla,"-36.38552243840634, 140.67417143566033"
3188,4,SA,48410,West Torrens,41023,Netley,"-34.94936912204757, 138.54920807264432"
3189,4,SA,43790,Loxton Waikerie,41027,New Well,"-34.37343814669236, 139.90411669127482"
3190,4,SA,44340,Mitcham,41095,Panorama,"-35.00073234692724, 138.59738038182866"
3191,4,SA,47290,Southern Mallee,41117,Parrakie,"-35.481482144600854, 140.27583514831005"
3192,4,SA,43790,Loxton Waikerie,41122,Pata,"-34.572920009343264, 140.54098717451322"
3193,4,SA,41010,Ceduna,41154,Pimbaacla,"-32.33934426729465, 134.4526667010379"
3194,4,SA,41750,"Elliston, Streaky Bay",41200,Port Kenny,"-33.153130900627836, 134.6739494708724"
3195,4,SA,41010,Ceduna,41223,Puntabie,"-32.2365982206923, 134.11227821714672"
3196,4,SA,43790,Loxton Waikerie,41228,Pyap,"-34.43744074362222, 140.44121869134617"
3197,4,SA,43790,Loxton Waikerie,41235,Ramco,"-34.16735124711305, 139.92753515977046"
3198,4,SA,47140,Salisbury,41295,Salisbury South,"-34.78276581122844, 138.64293275996445"
3199,4,SA,43710,Lower Eyre Peninsula,41345,Sleaford,"-34.85923963580562, 135.6701441164378"
3200,4,SA,41010,"Ceduna, Streaky Bay, Unincorporated SA",41348,Smoky Bay,"-32.396624229259174, 133.98702278155483"
3201,4,SA,43650,Light,41370,St Johns,"-34.373850837831995, 138.95068927543545"
3202,4,SA,42750,Kangaroo Island,41390,Stokes Bay,"-35.661423663269645, 137.17703108314544"
3203,4,SA,44830,"Mount Remarkable, Northern Areas",41391,Stone Hut,"-33.10924749197824, 138.2740927872265"
3204,4,SA,45090,Naracoorte Lucindale,41397,Struan,"-37.09590056204094, 140.76909505765704"
3205,4,SA,45040,Murray Bridge,41414,Swanport,"-35.15439890468373, 139.30405425240426"
3206,4,SA,43790,"Loxton Waikerie, Mid Murray",41431,Taylorville,"-34.119344569144644, 139.95776624222228"
3207,4,SA,40220,"Alexandrina, Onkaparinga",41442,The Range (SA),"-35.23916340658159, 138.621473825388"
3208,4,SA,41010,Ceduna,41444,Thevenard,"-32.145660617658756, 133.6536314881258"
3209,4,SA,49399,Unincorporated SA,41453,Tieyon,"-26.88830203091314, 134.3155365425478"
3210,4,SA,43710,Lower Eyre Peninsula,41462,Tootenilla,"-34.644422784737706, 135.78988881654004"
3211,4,SA,42110,Goyder,41591,Whyte Yarcowie,"-33.237700524418784, 138.8672080845603"
3212,4,SA,40220,Alexandrina,41611,Willunga Hill,"-35.307085044384685, 138.5874565404019"
3213,4,SA,47490,Streaky Bay,41628,Witera,"-33.15041604927322, 134.57086888644523"
3214,4,SA,43790,Loxton Waikerie,41660,Wunkar,"-34.48959131854021, 140.27261066542184"
3215,4,SA,45400,Orroroo Carrieton,41671,Yalpara,"-32.49973761183066, 138.82453774144082"
3216,4,SA,48830,Yorke Peninsula,41689,Yorketown,"-34.97881133911651, 137.59623547474922"
3217,5,WA,54830,Kwinana,50019,Anketell,"-32.218686620942606, 115.86540021784819"
3218,5,WA,58050,Swan,50093,Beechboro,"-31.868031037990686, 115.93781981941353"
3219,5,WA,53290,Esperance,50170,Boyatup,"-33.68816977151121, 123.10334499486343"
3220,5,WA,59320,Woodanilling,50171,Boyerine,"-33.495989921906514, 117.36612351839109"
3221,5,WA,50980,Broome,50190,Broome,"-17.959756849391525, 122.23414381625297"
3222,5,WA,54900,Lake Grace,50212,Buniche,"-33.00389218262428, 118.77241809366424"
3223,5,WA,51470,Carnamah,50266,Carnamah,"-29.72435259943864, 115.88371029564607"
3224,5,WA,59370,York,50307,Cold Harbour,"-31.873408914043186, 116.83565310799067"
3225,5,WA,58610,Wagin,50308,Collanilling,"-33.237750787714724, 117.53359148637801"
3226,5,WA,53290,Esperance,50331,Coomalbidgup,"-33.7123438882851, 121.25690447980293"
3227,5,WA,53570,Gingin,50333,Coonabidgee,"-31.365426978664264, 115.84859641290353"
3228,5,WA,50280,Augusta Margaret River,50347,Cowaramup,"-33.85863358775332, 115.09051011306896"
3229,5,WA,52660,Dardanup,50354,Crooked Brook,"-33.47001199274043, 115.79651322995993"
3230,5,WA,52380,Cue,50359,Cue,"-27.448467880290625, 117.88765574976996"
3231,5,WA,56300,Nannup,50418,Donnelly River,"-34.08950651769861, 115.9528666747131"
3232,5,WA,52870,Donnybrook-Balingup,50419,Donnybrook (WA),"-33.55795296100509, 115.81568679984751"
3233,5,WA,51470,Carnamah,50487,Eneabba,"-29.824013543324146, 115.25979618639059"
3234,5,WA,56230,Murray,50493,Etmilyn,"-32.76778940375331, 116.1418398585706"
3235,5,WA,52870,Donnybrook-Balingup,50554,Glen Mervyn,"-33.52619417868419, 116.07121891164282"
3236,5,WA,57490,Rockingham,50566,Golden Bay,"-32.425017372892235, 115.76096830886662"
3237,5,WA,57910,Stirling,50607,Hamersley,"-31.85105503144842, 115.81250502010563"
3238,5,WA,52660,Dardanup,50626,Henty (WA),"-33.37809600171611, 115.83106489539766"
3239,5,WA,57700,Serpentine-Jarrahdale,50686,Jarrahdale,"-32.356172917752566, 116.14207180965626"
3240,5,WA,58330,Toodyay,50703,Julimar,"-31.46465997034007, 116.25273141349004"
3241,5,WA,51540,Carnarvon,50751,Kennedy Range,"-24.556686474552855, 114.81015246095076"
3242,5,WA,51540,Carnarvon,50763,Kingsford (WA),"-24.863948874317437, 113.69553069143667"
3243,5,WA,58400,Trayning,50798,Kununoppin,"-31.11290762441483, 117.91703338388365"
3244,5,WA,54900,Lake Grace,50813,Lake Camm,"-32.938563483763616, 119.66521939484794"
3245,5,WA,54900,Lake Grace,50822,Lake King,"-33.098979509353654, 119.66138743070098"
3246,5,WA,54970,Laverton,50827,Lake Wells,"-27.174360774000014, 123.37840387179291"
3247,5,WA,51260,"Busselton, Capel",50867,Ludlow,"-33.608658005710744, 115.50414680106417"
3248,5,WA,53080,Dundas,50876,Madura,"-31.913570353423655, 127.02323147665629"
3249,5,WA,57840,South Perth,50893,Manning,"-32.01336190605485, 115.86968160587129"
3250,5,WA,52940,Dowerin,50967,Minnivale,"-31.056258577947318, 117.17807781261568"
3251,5,WA,50980,Broome,50968,Minyirr,"-17.98302207909675, 122.20232503762303"
3252,5,WA,56730,Northam,50975,Mokine,"-31.74895460032114, 116.57439875225603"
3253,5,WA,51890,"Collie, Harvey",50999,Mornington (WA),"-33.16881831953592, 116.0410314619285"
3254,5,WA,52730,Denmark,51022,Mount Lindesay (WA),"-34.81837523575684, 117.37404542155708"
3255,5,WA,52800,"Derby-West Kimberley, Halls Creek",51042,Mueller Ranges,"-18.003353689503093, 126.83564024408409"
3256,5,WA,56160,Murchison,51063,Murchison (WA),"-26.498345125200505, 116.02053661209845"
3257,5,WA,54340,Katanning,51065,Murdong,"-33.75650757013463, 117.55978834670617"
3258,5,WA,56460,Narrogin,51094,Narrogin Valley,"-32.96347130270587, 117.25058620769151"
3259,5,WA,56230,Murray,51118,Nirimba (WA),"-32.67576875213966, 115.7326576554585"
3260,5,WA,53430,Fremantle,51138,North Fremantle,"-32.03714473419257, 115.74716833905543"
3261,5,WA,53010,Dumbleyung,51146,North Moulyinning,"-33.12348847849244, 117.91238366762003"
3262,5,WA,53360,Exmouth,51153,North West Cape,"-21.902938783041247, 114.08365352033948"
3263,5,WA,52520,Dalwallinu,51163,Nugadong,"-30.20191670168381, 116.71566587428471"
3264,5,WA,50210,Armadale,51340,Seville Grove,"-32.13603759182538, 115.98975808216144"
3265,5,WA,51890,Collie,51349,Shotts,"-33.38490926945865, 116.26251227552233"
3266,5,WA,55180,Manjimup,51357,Smith Brook,"-34.369207138196934, 116.19844614498551"
3267,5,WA,58190,Tammin,51385,South Tammin,"-31.726765820698, 117.49127769906528"
3268,5,WA,51400,Capel,51411,Stratham,"-33.46947380575859, 115.59734743023786"
3269,5,WA,55880,Mount Marshall,51432,Tampu,"-30.19417963611734, 117.80462099910672"
3270,5,WA,53920,Halls Creek,51433,Tanami (WA),"-20.330113857413632, 127.61595700670917"
3271,5,WA,52240,Cranbrook,51442,Tenterden (WA),"-34.39584782548386, 117.43599446588861"
3272,5,WA,50250,Ashburton,51456,Tom Price,"-22.68734960238462, 117.78765668053258"
3273,5,WA,57490,Rockingham,51502,Waikiki,"-32.3162041404889, 115.76540490903565"
3274,5,WA,55600,Moora,51547,Watheroo,"-30.267363879147563, 116.11816518928667"
3275,5,WA,55950,Mukinbudin,51551,Wattoning,"-30.755001957353738, 118.21233847678317"
3276,5,WA,57280,Port Hedland,51555,Wedgefield,"-20.36121500231166, 118.5960072102185"
3277,5,WA,52660,Dardanup,51561,Wellington Mill,"-33.46271105106177, 115.91102013363916"
3278,5,WA,51310,"Cambridge, Stirling, Subiaco, Vincent",51564,Wembley,"-31.93310885243521, 115.81782258182774"
3279,5,WA,51310,"Cambridge, Perth, Subiaco, Vincent",51580,West Perth,"-31.94546207469811, 115.84619790091287"
3280,5,WA,52730,Denmark,51613,William Bay,"-35.00116141429333, 117.20410514732133"
3281,5,WA,51190,Bunbury,51625,Withers,"-33.36804678025079, 115.63049778074898"
3282,5,WA,59310,Wongan-Ballidu,51632,Wongan Hills,"-30.833465580465763, 116.69430436322268"
3283,5,WA,57910,Stirling,51638,Woodlands (WA),"-31.908195036869305, 115.79247653510875"
3284,5,WA,52450,Cunderdin,51694,Youndegin,"-31.79252962233964, 117.26503347062305"
3285,6,Tas,60210,Break O'Day,60035,Beaumaris (Tas.),"-41.41591878437306, 148.26144330637504"
3286,6,Tas,61210,Circular Head,60050,Black River (Tas.),"-40.870687425968946, 145.32289464577875"
3287,6,Tas,65810,West Tamar,60072,Bridgenorth,"-41.3824927398046, 146.96668525749297"
3288,6,Tas,60410,Brighton,60073,Bridgewater (Tas.),"-42.725107067692484, 147.2307935161729"
3289,6,Tas,61810,Dorset,60074,Bridport,"-41.02931020376337, 147.37249864783018"
3290,6,Tas,62010,Flinders,60095,Cape Barren Island,"-40.412861920434395, 148.2229374393539"
3291,6,Tas,62610,Glenorchy,60152,Derwent Park,"-42.83392058314415, 147.29823793542067"
3292,6,Tas,65810,West Tamar,60300,Kelso (Tas.),"-41.102785876786676, 146.77473128094744"
3293,6,Tas,65010,Southern Midlands,60301,Kempton,"-42.524606284983754, 147.21243521590563"
3294,6,Tas,62610,Glenorchy,60416,Montrose (Tas.),"-42.82996063075362, 147.2497485979498"
3295,6,Tas,60610,Burnie,60420,Mooreville,"-41.1017762136748, 145.8690583225604"
3296,6,Tas,60610,Burnie,60492,Parklands (Tas.),"-41.04744649224244, 145.8921676038369"
3297,6,Tas,64610,Northern Midlands,60503,Perth (Tas.),"-41.60871610154995, 147.20776150906025"
3298,6,Tas,64810,Sorell,60522,Primrose Sands,"-42.885809595578294, 147.66950374011319"
3299,6,Tas,64210,"Meander Valley, West Tamar",60594,Selbourne,"-41.434209740901835, 146.87551908650266"
3300,6,Tas,61510,Derwent Valley,60610,Sorell Creek,"-42.7856689632541, 147.11877025028232"
3301,6,Tas,65010,Southern Midlands,60639,Stonehenge (Tas.),"-42.40924667433639, 147.64311333863006"
3302,6,Tas,65210,Tasman,60665,Taranna,"-43.060453989675146, 147.86585278393835"
3303,6,Tas,65010,Southern Midlands,60677,Tiberias,"-42.43198836083804, 147.3602341711855"
3304,6,Tas,64610,Northern Midlands,60681,Toiberry,"-41.623008617206224, 147.03627573791104"
3305,6,Tas,60610,Burnie,60708,Upper Natone,"-41.236246750884696, 145.8807094450936"
3306,6,Tas,63810,Latrobe,60730,Wesley Vale,"-41.18983168219326, 146.44219856024424"
3307,6,Tas,60810,Central Coast,60742,West Ulverstone,"-41.149235435444744, 146.1187457985481"
3308,6,Tas,62010,Flinders,60759,Wingaroo,"-39.84211519761199, 147.97036632811182"
3309,7,NT,71300,East Arnhem,70011,Angurugu,"-13.98121251296015, 136.46118570374674"
3310,7,NT,73600,Roper Gulf,70072,Daly Waters,"-16.262024418066524, 133.37908623534753"
3311,7,NT,71000,Darwin,70087,East Point,"-12.411596860907585, 130.82989085846498"
3312,7,NT,79399,Unincorporated NT,70092,Elrundie,"-12.485686264154847, 130.94596276283585"
3313,7,NT,72300,Litchfield,70155,Lambells Lagoon,"-12.582407149308173, 131.24028933745984"
3314,7,NT,71000,Darwin,70178,Marrara,"-12.400432775780851, 130.89298401895664"
3315,7,NT,71000,Darwin,70192,Moil,"-12.388459487101514, 130.88086935877615"
3316,7,NT,73600,Roper Gulf,70207,Ngukurr,"-14.732526352826541, 134.7441085967892"
3317,7,NT,71300,"East Arnhem, Unincorporated NT",70208,Nhulunbuy,"-12.19993497467496, 136.76804344496313"
3318,8,ACT,89399,Unincorporated ACT,80013,ACT Remainder - Rendezvous Creek,"-35.708287499731526, 148.96290124551913"
3319,8,ACT,89399,Unincorporated ACT,80022,Barton,"-35.307239186576616, 149.14056809935576"
3320,8,ACT,89399,Unincorporated ACT,80033,Casey,"-35.1670561116742, 149.0946683020589"
3321,8,ACT,89399,Unincorporated ACT,80060,Fyshwick,"-35.321703541339986, 149.17088713891127"
3322,8,ACT,89399,Unincorporated ACT,80062,Gilmore (ACT),"-35.415157408127136, 149.1382724217697"
3323,8,ACT,89399,Unincorporated ACT,80072,Hawker (ACT),"-35.247024919426195, 149.03657760004197"
3324,8,ACT,89399,Unincorporated ACT,80121,Symonston,"-35.34890062764922, 149.15997559752782"
3325,1,NSW,10750,Blacktown,10060,Angus,"-33.682217134416334, 150.8341831007392"
3326,1,NSW,14000,Hornsby,10073,Arcadia (NSW),"-33.61073963964219, 151.06706411476551"
3327,1,NSW,17650,Uralla,10076,Arding,"-30.57008380518582, 151.52150172744194"
3328,1,NSW,10800,"Bland, Coolamon, Temora",10082,Ariah Park,"-34.310790268805775, 147.1971208028569"
3329,1,NSW,15990,Northern Beaches,10154,Balgowlah,"-33.79475395540876, 151.26191187374826"
3330,1,NSW,16950,Shoalhaven,10170,Bamarang,"-34.904329218680175, 150.51878943136307"
3331,1,NSW,16950,Shoalhaven,10174,Bangalee (NSW),"-34.84428439046466, 150.5515316820158"
3332,1,NSW,10500,Bayside,10180,Banksmeadow,"-33.957550682860465, 151.2132373967817"
3333,1,NSW,15270,Mid-Western Regional,10190,Bara,"-32.57248048886933, 149.83004543747583"
3334,1,NSW,11730,"Clarence Valley, Coffs Harbour",10193,Barcoongere,"-29.9002734616466, 153.20247322223116"
3335,1,NSW,17150,Sutherland Shire,10194,Barden Ridge,"-34.0341073126112, 151.0039906316832"
3336,1,NSW,12730,Edward River,10212,Barratta (NSW),"-35.18921051109453, 144.5298487232386"
3337,1,NSW,11730,Clarence Valley,10215,Barretts Creek,"-29.36403746672704, 152.7507905866846"
3338,1,NSW,17310,"Tamworth Regional, Upper Hunter Shire",10220,Barry (Tamworth Regional - NSW),"-31.59990649722696, 151.28377903728475"
3339,1,NSW,11570,Canterbury-Bankstown,10279,Belmore,"-33.919014089100955, 151.08935929638017"
3340,1,NSW,16350,Penrith,10305,Berkshire Park,"-33.67281230862256, 150.77526108389733"
3341,1,NSW,15240,Mid-Coast,10314,Berrico,"-32.087058850680634, 151.79794737203022"
3342,1,NSW,10500,Bayside,10334,Bexley North,"-33.9420401784216, 151.11457178264124"
3343,1,NSW,14870,Lithgow,10393,Blackmans Flat,"-33.33802469972714, 150.06489681056559"
3344,1,NSW,13800,Hawkesbury,10408,Blaxlands Ridge,"-33.47377679368131, 150.79681532618952"
3345,1,NSW,10850,Blayney,10409,Blayney,"-33.54314215549539, 149.25717572514756"
3346,1,NSW,15270,Mid-Western Regional,10456,Bombira,"-32.57185734048055, 149.60525267226672"
3347,1,NSW,11600,Carrathool,10495,Boorga,"-34.019927324437305, 146.0087931566761"
3348,1,NSW,11400,Cabonne,10511,Borenore,"-33.233629430514, 148.96032435611255"
3349,1,NSW,11720,"Cessnock, Singleton",10546,Branxton,"-32.63750698838246, 151.35905295074335"
3350,1,NSW,13340,Greater Hume Shire,10581,Brocklesby,"-35.8125947359997, 146.66434632552986"
3351,1,NSW,10250,"Ballina, Byron",10588,Broken Head,"-28.729388476041578, 153.59178490739836"
3352,1,"NSW, SA",2880,"Broken Hill, Central Darling, Unincorporated NSW, Unincorporated SA, Wentworth",10589,Broken Hill,"-32.321251487132976, 141.55150258620887"
3353,1,NSW,16200,Parkes,10611,Bruie Plains,"-32.821221698730966, 147.87740247333116"
3354,1,NSW,16610,Richmond Valley,10680,Bungawalbin,"-29.107452950374995, 153.19943133635402"
3355,1,NSW,10550,Bega Valley,10700,Burragate,"-37.003433315038905, 149.64476934142374"
3356,1,NSW,17550,Tweed,10727,Byangum,"-28.358343748658918, 153.36174850765607"
3357,1,NSW,11350,Byron,10731,Byron Bay,"-28.647641184033773, 153.60165864511802"
3358,1,NSW,17000,Singleton,10761,Camberwell (NSW),"-32.4900148859487, 151.08562142216118"
3359,1,NSW,18350,Wingecarribee,10798,Canyonleigh,"-34.50394744434727, 150.14019241426342"
3360,1,NSW,12850,Fairfield,10825,Carramar (NSW),"-33.88453516405213, 150.9635229819352"
3361,1,NSW,18250,Willoughby,10848,Castlecrag,"-33.80065591756067, 151.21972621285465"
3362,1,NSW,15240,Mid-Coast,10869,Cedar Party,"-31.812143024248538, 152.39194606234474"
3363,1,NSW,15270,Mid-Western Regional,10882,Charbon,"-32.886490793117794, 149.97052608991274"
3364,1,NSW,18250,Willoughby,10891,Chatswood,"-33.79626148562162, 151.18080414143085"
3365,1,NSW,17040,Snowy Monaro Regional,10925,Clear Range,"-35.699775423722535, 149.11615103774463"
3366,1,NSW,16260,Parramatta,10940,Clyde (NSW),"-33.83321132842998, 151.02184351755315"
3367,1,NSW,18450,Wollongong,10943,Coalcliff,"-34.24584045647931, 150.97254881489854"
3368,1,NSW,18350,Wingecarribee,10985,Colo Vale,"-34.38250090756641, 150.45404555338345"
3369,1,NSW,12730,Edward River,10998,Conargo,"-35.24272544640994, 145.1720276446343"
3370,1,NSW,10550,Bega Valley,11023,Coolagolite,"-36.43364164475959, 149.972589927458"
3371,1,NSW,13660,"Gwydir, Inverell",11059,Copeton,"-29.885182790165548, 150.93223337106622"
3372,1,NSW,16400,Port Stephens,11075,Corlette,"-32.7241175323248, 152.11385090666408"
3373,1,NSW,14850,Lismore,11076,Corndale (NSW),"-28.705998037794327, 153.36334355322631"
3374,1,NSW,15240,Mid-Coast,11109,Crawford River,"-32.39125061143025, 152.1078472665061"
3375,1,NSW,15650,Muswellbrook,11194,Dalswinton,"-32.42265581776653, 150.70741773233618"
3376,1,NSW,14000,Hornsby,11200,Dangar Island,"-33.539043155966446, 151.23914779167853"
3377,1,NSW,10600,Bellingen,11234,Deer Vale,"-30.350626537012438, 152.5357766398544"
3378,1,NSW,11650,Central Coast,11289,Doyalson North,"-33.184797358927696, 151.5466050197173"
3379,1,NSW,11730,Clarence Valley,11318,Dundurrabin,"-30.13810771633774, 152.51906145206348"
3380,1,NSW,14550,Kyogle,11342,Dyraaba,"-28.771455973023773, 152.84883939497067"
3381,1,NSW,18450,Wollongong,11351,East Corrimal,"-34.37711426004242, 150.91223891468758"
3382,1,NSW,18350,Wingecarribee,11478,Exeter (NSW),"-34.61473991277741, 150.28742535933756"
3383,1,NSW,12850,Fairfield,11483,Fairfield West,"-33.86887440938824, 150.92492645102072"
3384,1,NSW,15990,Northern Beaches,11485,Fairlight,"-33.7940601315821, 151.27405215913993"
3385,1,NSW,17000,Singleton,11488,Falbrook,"-32.419071089269615, 151.1325516371969"
3386,1,NSW,13800,Hawkesbury,11506,Fernances,"-33.19332117061453, 151.01111370576857"
3387,1,NSW,11650,Central Coast,11557,Fountaindale,"-33.3477038321896, 151.40108190427986"
3388,1,NSW,14950,Lockhart,11570,French Park,"-35.25830981111476, 146.9272643967599"
3389,1,NSW,17310,Tamworth Regional,11597,Garthowen,"-30.86739992154439, 150.90242417241964"
3390,1,NSW,17080,Snowy Valleys,11630,Gilmore (NSW),"-35.406793808045215, 148.18144799956332"
3391,1,NSW,15240,Mid-Coast,11641,Girvan,"-32.473791680810734, 152.0654783281757"
3392,1,NSW,11450,Camden,11646,Gledswood Hills,"-34.01197225973221, 150.78127847709334"
3393,1,NSW,17750,Wagga Wagga,11693,Gobbagombalin,"-35.063511501844715, 147.31073749160535"
3394,1,NSW,15270,Mid-Western Regional,11748,Grattai,"-32.667876407163156, 149.49526019241992"
3395,1,NSW,11650,Central Coast,11831,Gwandalan,"-33.139766146728476, 151.58205842037825"
3396,1,NSW,11730,"Clarence Valley, Coffs Harbour",11838,Halfway Creek,"-29.935779258586578, 153.10207444972286"
3397,1,NSW,15900,Newcastle,11847,Hamilton North,"-32.91409435117857, 151.73801700372738"
3398,1,NSW,14870,Lithgow,11868,Hartley (NSW),"-33.54098732411185, 150.16336511977352"
3399,1,NSW,16380,Port Macquarie-Hastings,11871,Hartys Plains,"-31.476417682623737, 152.6285220396424"
3400,1,NSW,14550,Kyogle,11938,Homeleigh,"-28.569762490307014, 153.0604301266726"
3401,1,NSW,14000,Hornsby,11943,Hornsby,"-33.698001131674104, 151.0957038839167"
3402,1,NSW,15240,Mid-Coast,11991,Invergordon (NSW),"-32.050068624082876, 151.72243231213744"
3403,1,NSW,15560,Murrumbidgee,12023,Jerilderie,"-35.276781662438715, 145.75356474274358"
3404,1,NSW,18350,Wingecarribee,12066,Kangaloon,"-34.54624659585542, 150.54135895685187"
3405,1,NSW,15240,Mid-Coast,12121,Kia Ora (NSW),"-31.95841352016135, 151.97144169634925"
3406,1,NSW,14220,Inverell,12160,Kings Plains (Inverell - NSW),"-29.60327741398823, 151.41370161270547"
3407,1,NSW,15950,North Sydney,12225,Kurraba Point,"-33.84175575856643, 151.22306768557402"
3408,1,NSW,17040,Snowy Monaro Regional,12232,Kybeyan,"-36.38242281831513, 149.4266071890387"
3409,1,NSW,16950,Shoalhaven,12252,Lake Conjola,"-35.27134560859441, 150.4695623351127"
3410,1,NSW,10800,"Bland, Forbes, Lachlan",12253,Lake Cowal,"-33.657190391280565, 147.37523280386168"
3411,1,NSW,11520,Canada Bay,12324,Liberty Grove,"-33.84116584896957, 151.08389659938157"
3412,1,NSW,17550,Tweed,12342,Limpinwood,"-28.29975206400782, 153.1971189163492"
3413,1,NSW,14900,Liverpool,12370,Liverpool,"-33.92355018067648, 150.91598112210028"
3414,1,NSW,14550,Kyogle,12375,Loadstone,"-28.39059139397416, 152.98854054364804"
